0.00270013,1.98396e-05,0.00362572,0,10.6999,57.3265,28.0435,3.86345,0.0577364,5.51213e-05,0.00257695,1.63897,4.41003,11.4306,18.3545,19.9225,20.2725,13.987,7.94438,2.00557,0.0340142,0,2.05873,6.34627,12.6527,21.9743,16.9152,4.00752,13.6732,11.3777,6.01011,3.37182,1.61247
0.00575108,0,0.000353975,0,14.0981,53.7787,27.0266,5.04342,0.0394418,0,0.00762057,1.62424,4.04727,12.1192,16.9168,19.637,20.1466,15.1507,8.63072,1.67854,0.0489118,0,2.17682,6.50264,14.3995,20.2122,15.1556,3.26861,11.8076,13.183,8.2863,3.76479,1.24299
0.0217363,3.02156e-05,0.00507156,0,8.7755,58.1729,28.3474,4.59103,0.0743714,0.000437817,0.0114126,2.72896,5.34888,10.3951,16.4533,19.5867,20.8738,13.8148,7.7335,3.00181,0.0631732,0,1.69987,6.43343,13.8072,25.0928,14.9862,3.04222,9.02539,10.7063,8.65159,5.06943,1.48561
3.02071,0.00175756,0,0,0.0502537,87.3752,6.43692,2.34985,0.00420278,0.290172,0.470919,0.668906,0.761098,0.929137,1.21559,9.73246,69.3439,16.1226,1.1736,0.0463436,0.00635001,0,2.04364,7.1691,11.1107,16.655,23.6946,16.1526,16.3573,3.78985,1.55477,0.672546,0.799859
1.3956,0.000563275,0,0,0.37903,73.1137,17.3549,6.82002,0.0118983,0.0849436,0.83931,1.78413,2.91225,3.32724,3.5678,7.99356,57.9418,18.6295,3.69444,0.139642,0.00951596,0,0.696777,11.4642,14.47,14.3829,16.6627,10.6754,15.7047,8.42928,3.9259,2.44917,1.13887
9.8397e-06,0.12355,0.27251,0,9.01491,57.7373,29.7592,2.57576,0.455448,0.0613383,0,2.13859,3.41451,5.71945,8.44126,19.9453,40.5262,15.6036,3.64394,0.555609,0.0114721,0,0.453984,2.80004,9.23471,29.7774,24.5058,4.36651,12.2524,10.8432,4.08297,1.44452,0.238334
0.145055,0.606953,0.721682,0.000167567,5.7476,52.5535,33.3117,5.19509,1.60064,0.10934,0.00828638,1.52962,1.84865,3.33418,6.39012,13.3045,51.2424,19.3209,2.71393,0.309807,0.00592853,0,0.340649,3.40898,12.647,33.0187,25.422,2.56544,8.59598,8.34372,3.55451,1.97311,0.129838
0.643189,2.94436,4.6762,0.000352467,1.50753,31.4448,51.2199,4.87642,2.04611,0.578494,0.0626727,0.380585,0.40284,1.40549,4.82118,14.2326,55.9354,17.1233,5.22384,0.454978,0.0192297,0.000607999,0.201562,5.71367,17.6617,37.0312,30.1436,1.46315,2.48478,1.94774,1.92742,1.38518,0.0400573
0.685264,2.77744,3.97633,0.000373826,1.07032,36.8122,46.3092,4.6471,2.81016,0.839365,0.0722658,0.234978,0.296078,1.13449,7.0288,22.3364,48.4893,13.6606,6.0058,0.76907,0.0424681,0.00208401,0.142952,4.49986,16.7779,34.8714,33.4405,2.33881,2.33986,1.46547,2.48564,1.60638,0.0311872
2.81665,13.2839,1.87855,0.000663027,0.805275,21.586,52.3056,5.61148,1.05056,0.467399,0.19401,0.0290631,0.0496929,1.63734,8.47416,23.3721,42.5888,18.3278,4.81658,0.648726,0.0532574,0.00252507,0.182022,10.1259,35.4697,32.4139,16.6611,0.928692,1.46659,1.12607,0.851252,0.748608,0.0262494
